ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Cognacy,Loan
1011-204_eight-1,1011,204_eight,oalo,o a l o,,Greenhilletal2008,3,False
1011-205_nine-1,1011,205_nine,esua,e s u a,,Greenhilletal2008,5,False
1011-206_ten-1,1011,206_ten,saŋaβulu,s a ŋ a β u l u,,Greenhilletal2008,5,False
1011-20_toknowbeknowledgeable-1,1011,20_toknowbeknowledgeable,ⁿḍaβsaia,ⁿḍ a β s a i a,,Greenhilletal2008,,False
1011-21_tothink-1,1011,21_tothink,ⁿḍoβsaia,ⁿḍ o β s a i a,,Greenhilletal2008,13?,False
1011-22_tofear-1,1011,22_tofear,ntau,n t a u,,Greenhilletal2008,1,False
1011-23_blood-1,1011,23_blood,ⁿḍae-,ⁿḍ a e +,,Greenhilletal2008,1,False
1011-24_head-1,1011,24_head,ᵐpatu-,ⁿp a t u +,,Greenhilletal2008,9,False
1011-25_neck-1,1011,25_neck,ⁿḍomi-,ⁿḍ o m i +,,Greenhilletal2008,46,False
1011-26_hair-1,1011,26_hair,βulu-,β u l u +,,Greenhilletal2008,31,False
1011-27_nose-1,1011,27_nose,kalsu-,k a l s u +,,Greenhilletal2008,"1,60",False
1011-28_tobreathe-1,1011,28_tobreathe,ŋora,ŋ o r a,,Greenhilletal2008,13,False
1011-29_tosniffsmell-1,1011,29_tosniffsmell,ro-ᵐpoina,r o + ⁿp o i n a,,Greenhilletal2008,"42, 62",False
1011-2_left-1,1011,2_left,marau-,m a r a u +,,Greenhilletal2008,2,False
1011-30_mouth-1,1011,30_mouth,siŋo-,s i ŋ o +,,Greenhilletal2008,55,False
1011-31_tooth-1,1011,31_tooth,uⁿḍu-,u ⁿḍ u +,,Greenhilletal2008,18,False
1011-32_tongue-1,1011,32_tongue,meme-,m e m e +,,Greenhilletal2008,"7, 41",False
1011-33_tolaugh-1,1011,33_tolaugh,mana,m a n a,,Greenhilletal2008,51,False
1011-34_tocry-1,1011,34_tocry,ŋara,ŋ a r a,,Greenhilletal2008,5,False
1011-35_tovomit-1,1011,35_tovomit,lua,l u a,,Greenhilletal2008,8,False
1011-36_tospit-1,1011,36_tospit,lito,l i t o,,Greenhilletal2008,"37,101",False
1011-37_toeat-1,1011,37_toeat,nonan,n o n a n,,Greenhilletal2008,31,False
1011-39_tocook-1,1011,39_tocook,noa,n o a,,Greenhilletal2008,21,False
1011-3_right-1,1011,3_right,matua-,m a t u a +,,Greenhilletal2008,"5, 37",False
1011-40_todrink-1,1011,40_todrink,inu,i n u,,Greenhilletal2008,1,False
1011-41_tobite-1,1011,41_tobite,atia,a t i a,,Greenhilletal2008,"1, 55",False
1011-42_tosuck-1,1011,42_tosuck,umia,u m i a,,Greenhilletal2008,"51, 54",False
1011-43_ear-1,1011,43_ear,ᵐpero-,ⁿp e r o +,,Greenhilletal2008,16,False
1011-44_tohear-1,1011,44_tohear,rŋoa,r ŋ o a,,Greenhilletal2008,1,False
1011-45_eye-1,1011,45_eye,mata-,m a t a +,,Greenhilletal2008,1,False
1011-46_tosee-1,1011,46_tosee,entaia,e n t a i a,,Greenhilletal2008,8,False
1011-48_tosleep-1,1011,48_tosleep,eno,e n o,,Greenhilletal2008,8,False
1011-49_toliedown-1,1011,49_toliedown,sina,s i n a,,Greenhilletal2008,,False
1011-51_tosit-1,1011,51_tosit,ate,a t e,,Greenhilletal2008,109,False
1011-52_tostand-1,1011,52_tostand,turu,t u r u,,Greenhilletal2008,"2, 69",False
1011-54_manmale-1,1011,54_manmale,mera,m e r a,,Greenhilletal2008,73,False
1011-55_womanfemale-1,1011,55_womanfemale,βaβine,β a β i n e,,Greenhilletal2008,"1,106",False
1011-56_child-1,1011,56_child,natu-,n a t u +,,Greenhilletal2008,5,False
1011-59_mother-1,1011,59_mother,tina-,t i n a +,,Greenhilletal2008,1,False
1011-5_towalk-1,1011,5_towalk,βanoβano,β a n o β a n o,,Greenhilletal2008,2,False
1011-60_father-1,1011,60_father,tama-,t a m a +,,Greenhilletal2008,1,False
1011-61_house-1,1011,61_house,ima,i m a,,Greenhilletal2008,1,False
1011-63_name-1,1011,63_name,isa-,i s a +,,Greenhilletal2008,"1,18",False
1011-64_tosay-1,1011,64_tosay,retilna,r e t i l n a,,Greenhilletal2008,,False
1011-65_rope-1,1011,65_rope,asi,a s i,,Greenhilletal2008,58,False
1011-66_totieupfasten-1,1011,66_totieupfasten,talitaliai,t a l i t a l i a i,,Greenhilletal2008,,False
1011-6_roadpath-1,1011,6_roadpath,sala,s a l a,,Greenhilletal2008,1,False
1011-71_tostabpierce-1,1011,71_tostabpierce,tua,t u a,,Greenhilletal2008,82,False
1011-72_tohit-1,1011,72_tohit,elsua,e l s u a,,Greenhilletal2008,102,False
1011-74_tokill-1,1011,74_tokill,lsua,l s u a,,Greenhilletal2008,59,False
1011-76_tolivebealive-1,1011,76_tolivebealive,mauri,m a u r i,,Greenhilletal2008,"1, 76",False
1011-77_toscratch-1,1011,77_toscratch,arosia,a r o s i a,,Greenhilletal2008,"1, 88",False
1011-78_tocuthack-1,1011,78_tocuthack,saloa,s a l o a,,Greenhilletal2008,129,False
1011-79_stickwood-1,1011,79_stickwood,βiai,β i a i,,Greenhilletal2008,29,False
1011-7_tocome-1,1011,7_tocome,mae,m a e,,Greenhilletal2008,1,False
1011-80_tosplit-1,1011,80_tosplit,soŋoa,s o ŋ o a,,Greenhilletal2008,54,False
1011-81_sharp-1,1011,81_sharp,ᵐporo,ⁿp o r o,,Greenhilletal2008,78,False
1011-83_towork-1,1011,83_towork,sa·sa·,s a· s a·,,Greenhilletal2008,33,False
1011-88_tosqueeze-1,1011,88_tosqueeze,βirsia,β i r s i a,,Greenhilletal2008,16,False
1011-89_tohold-1,1011,89_tohold,tauria,t a u r i a,,Greenhilletal2008,35,False
1011-8_toturn-1,1011,8_toturn,ᵐposia,ⁿp o s i a,,Greenhilletal2008,20,False
1011-90_todig-1,1011,90_todig,elia,e l i a,,Greenhilletal2008,1,False
1011-94_tothrow-1,1011,94_tothrow,blaina,b l a i n a,,Greenhilletal2008,86,False
1011-95_tofall-1,1011,95_tofall,sovi,s o v i,,Greenhilletal2008,13,False
1011-96_dog-1,1011,96_dog,βiriu,β i r i u,,Greenhilletal2008,"7, 75, 77, 80",False
1011-97_bird-1,1011,97_bird,m̈asi,m a s i,,Greenhilletal2008,24,False
1011-98_egg-1,1011,98_egg,tolu-,t o l u +,,Greenhilletal2008,1,False
1011-9_toswim-1,1011,9_toswim,malo,m a l o,,Greenhilletal2008,75,False
1026-100_wing-1,1026,100_wing,hapæu-n,h a p æ u + n,,Greenhilletal2008,7,False
1026-101_tofly-1,1026,101_tofly,-ka,+ k a,,Greenhilletal2008,14,False
1026-102_rat-1,1026,102_rat,tomo,t o m o,,Greenhilletal2008,72,False
1026-103_meatflesh-1,1026,103_meatflesh,muᵐbu,m u ⁿb u,,Greenhilletal2008,"15, 79",False
1026-104_fatgrease-1,1026,104_fatgrease,kikili muᵐbu,k i k i l i # m u ⁿb u,,Greenhilletal2008,29,False
1026-105_tail-1,1026,105_tail,ᵑgiri-n,ⁿg i r i + n,,Greenhilletal2008,39,False
1026-106_snake-1,1026,106_snake,telčil,t e l tʃ i l,,Greenhilletal2008,13,False
1026-108_louse-1,1026,108_louse,hur,h u r,,Greenhilletal2008,1,False
1026-109_mosquito-1,1026,109_mosquito,pamken,p a m k e n,,Greenhilletal2008,35,False
1026-10_dirty-1,1026,10_dirty,mutomir,m u t o m i r,,Greenhilletal2008,2,False
1026-111_fish-1,1026,111_fish,mæselo,m æ s e l o,,Greenhilletal2008,52,False
1026-112_rotten-1,1026,112_rotten,moᵐbo,m o ⁿb o,,Greenhilletal2008,"52,107",False
1026-114_leaf-1,1026,114_leaf,rete,r e t e,,Greenhilletal2008,47,False
1026-115_root-1,1026,115_root,lipʷite,l i pʷ i t e,,Greenhilletal2008,"18, 44",False
1026-117_fruit-1,1026,117_fruit,wote,w o t e,,Greenhilletal2008,"1, 26, 38",False
1026-118_grass-1,1026,118_grass,parne,p a r n e,,Greenhilletal2008,79,False
1026-119_earthsoil-1,1026,119_earthsoil,tan,t a n,,Greenhilletal2008,1,False
1026-11_dust-1,1026,11_dust,tan,t a n,,Greenhilletal2008,45?,False
1026-120_stone-1,1026,120_stone,βer,β e r,,Greenhilletal2008,1,False
1026-121_sand-1,1026,121_sand,won,w o n,,Greenhilletal2008,1,False
1026-122_water-1,1026,122_water,wo,w o,,Greenhilletal2008,2,False
1026-123_toflow-1,1026,123_toflow,-liβ,+ l i β,,Greenhilletal2008,58,False
1026-124_sea-1,1026,124_sea,te,t e,,Greenhilletal2008,1,False
1026-127_woodsforest-1,1026,127_woodsforest,pupuhur,p u p u h u r,,Greenhilletal2008,"83, 85",False
1026-128_sky-1,1026,128_sky,tuŋtuŋ,t u ŋ t u ŋ,,Greenhilletal2008,62,False
1026-129_moon-1,1026,129_moon,hapæte,h a p æ t e,,Greenhilletal2008,6,False
1026-12_skin-1,1026,12_skin,halu-k,h a l u + k,,Greenhilletal2008,"1, 80",False
1026-130_star-1,1026,130_star,mʷoso,mʷ o s o,,Greenhilletal2008,13,False
1026-131_cloud-1,1026,131_cloud,čiren,tʃ i r e n,,Greenhilletal2008,,False
1026-132_fog-1,1026,132_fog,mʷop-taŋtaŋ,mʷ o p + t a ŋ t a ŋ,,Greenhilletal2008,"3, 32",False
1026-133_rain-1,1026,133_rain,hou,h o u,,Greenhilletal2008,1,False
1026-135_lightning-1,1026,135_lightning,pelta,p e l t a,,Greenhilletal2008,26,False
1026-136_wind-1,1026,136_wind,leŋ,l e ŋ,,Greenhilletal2008,"1, 77",False
1026-137_toblow-1,1026,137_toblow,-hu,+ h u,,Greenhilletal2008,4,False
1026-138_warm-1,1026,138_warm,mefæŋ,m e f æ ŋ,,Greenhilletal2008,"1, 50, 72",False
1026-139_cold-1,1026,139_cold,melah,m e l a h,,Greenhilletal2008,51,False
1026-13_back-1,1026,13_back,maⁿdo-k,m a ⁿd o + k,,Greenhilletal2008,35,False
1026-140_dry-1,1026,140_dry,me-mæmæ,m e + m æ m æ,,Greenhilletal2008,11,False
1026-141_wet-1,1026,141_wet,mi-nirnir,m i + n i r n i r,,Greenhilletal2008,35,False
1026-142_heavy-1,1026,142_heavy,memap,m e m a p,,Greenhilletal2008,46,False
1026-143_fire-1,1026,143_fire,hafæŋ,h a f æ ŋ,,Greenhilletal2008,21,False
1026-144_toburn-1,1026,144_toburn,-fane,+ f a n e,,Greenhilletal2008,83,False
1026-145_smoke-1,1026,145_smoke,hikun,h i k u n,,Greenhilletal2008,,False
1026-146_ashes-1,1026,146_ashes,pumʷirip,p u mʷ i r i p,,Greenhilletal2008,,False
1026-147_black-1,1026,147_black,mi-mirmir,m i + m i r m i r,,Greenhilletal2008,1,False
1026-148_white-1,1026,148_white,mʷafifœ,mʷ a f i f œ,,Greenhilletal2008,97,False
1026-149_red-1,1026,149_red,mʷafifiri,mʷ a f i f i r i,,Greenhilletal2008,18,False
1026-14_belly-1,1026,14_belly,teβa-k,t e β a + k,,Greenhilletal2008,36,False
1026-150_yellow-1,1026,150_yellow,mʷaŋuŋo,mʷ a ŋ u ŋ o,,Greenhilletal2008,9,False
1026-152_small-1,1026,152_small,kekei,k e k e i,,Greenhilletal2008,110,False
1026-153_big-1,1026,153_big,muŋor,m u ŋ o r,,Greenhilletal2008,,False
1026-155_long-1,1026,155_long,mʷa-perep,mʷ a + p e r e p,,Greenhilletal2008,16,False
1026-156_thin-1,1026,156_thin,me-mænipnip,m e + m æ n i p n i p,,Greenhilletal2008,"1, 43",False
1026-157_thick-1,1026,157_thick,mʷamičil,mʷ a m i tʃ i l,,Greenhilletal2008,3,False
1026-158_narrow-1,1026,158_narrow,mʷakeβær,mʷ a k e β æ r,,Greenhilletal2008,,False
1026-15_bone-1,1026,15_bone,pa-su,p a + s u,,Greenhilletal2008,"52,59",False
1026-160_painfulsick-1,1026,160_painfulsick,mʷa-mese,mʷ a + m e s e,,Greenhilletal2008,1,False
1026-162_old-1,1026,162_old,mi-mætu,m i + m æ t u,,Greenhilletal2008,1,False
1026-163_new-1,1026,163_new,mʷa-βiβi,mʷ a + β i β i,,Greenhilletal2008,"10, 60",False
1026-164_good-1,1026,164_good,muten,m u t e n,,Greenhilletal2008,120,False
1026-165_badevil-1,1026,165_badevil,tou,t o u,,Greenhilletal2008,,False
1026-166_correcttrue-1,1026,166_correcttrue,mʷafitin,mʷ a f i t i n,,Greenhilletal2008,,False
1026-167_night-1,1026,167_night,ləluβuŋ,l ə l u β u ŋ,,Greenhilletal2008,1,False
1026-168_day-1,1026,168_day,βoβuŋ,β o β u ŋ,,Greenhilletal2008,16,False
1026-169_year-1,1026,169_year,ⁿdem,ⁿd e m,,Greenhilletal2008,30,False
1026-16_intestines-1,1026,16_intestines,tine-k,t i n e + k,,Greenhilletal2008,1,False
1026-170_when-1,1026,170_when,naŋi,n a ŋ i,,Greenhilletal2008,"1,43",False
1026-174_ininside-1,1026,174_ininside,lon,l o n,,Greenhilletal2008,1,False
1026-179_near-1,1026,179_near,mʷeᵐbesi,mʷ e ⁿb e s i,,Greenhilletal2008,,False
1026-17_liver-1,1026,17_liver,repetakele,r e p e t a k e l e,,Greenhilletal2008,41?,False
1026-180_far-1,1026,180_far,mʷesetin,mʷ e s e t i n,,Greenhilletal2008,,False
1026-181_where-1,1026,181_where,hurpe,h u r p e,,Greenhilletal2008,,False
1026-182_i-1,1026,182_i,ni,n i,,Greenhilletal2008,"1,21,22",False
1026-183_thou-1,1026,183_thou,nek,n e k,,Greenhilletal2008,"1, 17, 18",False
1026-184_heshe-1,1026,184_heshe,ŋai,ŋ a i,,Greenhilletal2008,1,False
1026-185_we-1,1026,185_we,hinčul,h i n tʃ u l,,Greenhilletal2008,I,False
1026-185_we-2,1026,185_we,kinimčul,k i n i m tʃ u l,,Greenhilletal2008,E,False
1026-187_they-1,1026,187_they,ŋiril,ŋ i r i l,,Greenhilletal2008,"1, 71",False
1026-188_what-1,1026,188_what,sa,s a,,Greenhilletal2008,1,False
1026-189_who-1,1026,189_who,si,s i,,Greenhilletal2008,1,False
1026-18_breast-1,1026,18_breast,susu,s u s u,,Greenhilletal2008,1,False
1026-194_how-1,1026,194_how,miᵐbe,m i ⁿb e,,Greenhilletal2008,,False
1026-196_tocount-1,1026,196_tocount,-kulumte,+ k u l u m t e,,Greenhilletal2008,,False
1026-197_one-1,1026,197_one,sup,s u p,,Greenhilletal2008,28,False
1026-198_two-1,1026,198_two,ru,r u,,Greenhilletal2008,1,False
1026-199_three-1,1026,199_three,si·,s i·,,Greenhilletal2008,1,False
1026-19_shoulder-1,1026,19_shoulder,ᵐba-k,ⁿb a + k,,Greenhilletal2008,65?,False
1026-1_hand-1,1026,1_hand,wera-k,w e r a + k,,Greenhilletal2008,16,False
1026-200_four-1,1026,200_four,βir,β i r,,Greenhilletal2008,"1,65",False
1026-201_five-1,1026,201_five,lim,l i m,,Greenhilletal2008,1,False
1026-202_six-1,1026,202_six,milipče,m i l i p tʃ e,,Greenhilletal2008,33,False
1026-203_seven-1,1026,203_seven,milip-ru,m i l i p + r u,,Greenhilletal2008,13,False
1026-204_eight-1,1026,204_eight,milip-čul,m i l i p + tʃ u l,,Greenhilletal2008,"5, 7",False
1026-205_nine-1,1026,205_nine,mila-fer,m i l a + f e r,,Greenhilletal2008,20,False
1026-206_ten-1,1026,206_ten,saŋaβül,s a ŋ a β u l,,Greenhilletal2008,5,False
1026-20_toknowbeknowledgeable-1,1026,20_toknowbeknowledgeable,-kerpʷere,+ k e r pʷ e r e,,Greenhilletal2008,100,False
1026-21_tothink-1,1026,21_tothink,-nornorni,+ n o r n o r n i,,Greenhilletal2008,77,False
1026-22_tofear-1,1026,22_tofear,halumʷinek,h a l u mʷ i n e k,,Greenhilletal2008,32,False
1026-23_blood-1,1026,23_blood,ⁿdia-k,ⁿd i a + k,,Greenhilletal2008,1,False
1026-24_head-1,1026,24_head,patu-k,p a t u + k,,Greenhilletal2008,9,False
1026-25_neck-1,1026,25_neck,mæir,m æ i r,,Greenhilletal2008,100,False
1026-26_hair-1,1026,26_hair,βülu-k,β u l u + k,,Greenhilletal2008,31,False
1026-27_nose-1,1026,27_nose,ᵐbʷelin-ᵑgusu-k,ⁿbʷ e l i n + ⁿg u s u + k,,Greenhilletal2008,"1,58",False
1026-28_tobreathe-1,1026,28_tobreathe,-sopsop,+ s o p s o p,,Greenhilletal2008,35,False
1026-29_tosniffsmell-1,1026,29_tosniffsmell,-kunune,+ k u n u n e,,Greenhilletal2008,"42, 77",False
1026-2_left-1,1026,2_left,mai,m a i,,Greenhilletal2008,"1,59",False
1026-30_mouth-1,1026,30_mouth,ᵐbuŋu-k,ⁿb u ŋ u + k,,Greenhilletal2008,41,False
1026-31_tooth-1,1026,31_tooth,luwo-k,l u w o + k,,Greenhilletal2008,"1,35",False
1026-32_tongue-1,1026,32_tongue,mæ-k,m æ + k,,Greenhilletal2008,7,False
1026-33_tolaugh-1,1026,33_tolaugh,-mæn,+ m æ n,,Greenhilletal2008,51,False
1026-34_tocry-1,1026,34_tocry,-ⁿdeŋ,+ ⁿd e ŋ,,Greenhilletal2008,1,False
1026-35_tovomit-1,1026,35_tovomit,-lo,+ l o,,Greenhilletal2008,8,False
1026-36_tospit-1,1026,36_tospit,-kuβe,+ k u β e,,Greenhilletal2008,"19,34",False
1026-37_toeat-1,1026,37_toeat,-hani,+ h a n i,,Greenhilletal2008,1,False
1026-39_tocook-1,1026,39_tocook,me-fæŋ,m e + f æ ŋ,,Greenhilletal2008,85,False
1026-3_right-1,1026,3_right,mætu,m æ t u,,Greenhilletal2008,"5, 37",False
1026-40_todrink-1,1026,40_todrink,-minu,+ m i n u,,Greenhilletal2008,"1,49",False
1026-41_tobite-1,1026,41_tobite,-hate,+ h a t e,,Greenhilletal2008,"1, 55",False
1026-42_tosuck-1,1026,42_tosuck,-minu,+ m i n u,,Greenhilletal2008,"11, 52",False
1026-43_ear-1,1026,43_ear,ⁿdelina-k,ⁿd e l i n a + k,,Greenhilletal2008,"1, 40",False
1026-44_tohear-1,1026,44_tohear,-roŋtane,+ r o ŋ t a n e,,Greenhilletal2008,1,False
1026-45_eye-1,1026,45_eye,meta-k,m e t a + k,,Greenhilletal2008,1,False
1026-46_tosee-1,1026,46_tosee,-hia,+ h i a,,Greenhilletal2008,"14, 94",False
1026-48_tosleep-1,1026,48_tosleep,-fwer,+ f w e r,,Greenhilletal2008,87,False
1026-49_toliedown-1,1026,49_toliedown,-fwer,+ f w e r,,Greenhilletal2008,64,False
1026-4_legfoot-1,1026,4_legfoot,le-k,l e + k,,Greenhilletal2008,37,False
1026-51_tosit-1,1026,51_tosit,-ta,+ t a,,Greenhilletal2008,121,False
1026-52_tostand-1,1026,52_tostand,-taβira,+ t a β i r a,,Greenhilletal2008,74?,False
1026-53_personhumanbeing-1,1026,53_personhumanbeing,wænten,w æ n t e n,,Greenhilletal2008,56,False
1026-54_manmale-1,1026,54_manmale,wænten,w æ n t e n,,Greenhilletal2008,"75, 89",False
1026-55_womanfemale-1,1026,55_womanfemale,βi·n,β i· n,,Greenhilletal2008,"1,41",False
1026-56_child-1,1026,56_child,neti-n,n e t i + n,,Greenhilletal2008,5,False
1026-57_husband-1,1026,57_husband,wænten,w æ n t e n,,Greenhilletal2008,76,False
1026-58_wife-1,1026,58_wife,βin,β i n,,Greenhilletal2008,"5, 89",False
1026-59_mother-1,1026,59_mother,rae-n,r a e + n,,Greenhilletal2008,55,False
1026-5_towalk-1,1026,5_towalk,-ⁿdalir,+ ⁿd a l i r,,Greenhilletal2008,100,False
1026-60_father-1,1026,60_father,timæ-n,t i m æ + n,,Greenhilletal2008,1,False
1026-61_house-1,1026,61_house,himʷ,h i mʷ,,Greenhilletal2008,1,False
1026-63_name-1,1026,63_name,sakyi,s a k j i,,Greenhilletal2008,"1, 39",False
1026-64_tosay-1,1026,64_tosay,-kela,+ k e l a,,Greenhilletal2008,108,False
1026-65_rope-1,1026,65_rope,hawa,h a w a,,Greenhilletal2008,"25, 59",False
1026-66_totieupfasten-1,1026,66_totieupfasten,-luwo,+ l u w o,,Greenhilletal2008,"1,39",False
1026-69_tohunt-1,1026,69_tohunt,-ko,+ k o,,Greenhilletal2008,59,False
1026-6_roadpath-1,1026,6_roadpath,selap,s e l a p,,Greenhilletal2008,1,False
1026-71_tostabpierce-1,1026,71_tostabpierce,-wosa,+ w o s a,,Greenhilletal2008,86,False
1026-72_tohit-1,1026,72_tohit,-repæ,+ r e p æ,,Greenhilletal2008,,False
1026-74_tokill-1,1026,74_tokill,-tuβu,+ t u β u,,Greenhilletal2008,,False
1026-75_todiebedead-1,1026,75_todiebedead,-mer,+ m e r,,Greenhilletal2008,1,False
1026-76_tolivebealive-1,1026,76_tolivebealive,-mæu,+ m æ u,,Greenhilletal2008,"1, 76",False
1026-77_toscratch-1,1026,77_toscratch,-koro,+ k o r o,,Greenhilletal2008,1,False
1026-78_tocuthack-1,1026,78_tocuthack,-tae,+ t a e,,Greenhilletal2008,1,False
1026-79_stickwood-1,1026,79_stickwood,lihe,l i h e,,Greenhilletal2008,28,False
1026-7_tocome-1,1026,7_tocome,-me,+ m e,,Greenhilletal2008,1,False
1026-80_tosplit-1,1026,80_tosplit,-tawoka,+ t a w o k a,,Greenhilletal2008,,False
1026-81_sharp-1,1026,81_sharp,mʷi-ken,mʷ i + k e n,,Greenhilletal2008,14,False
1026-83_towork-1,1026,83_towork,ᵑge,ⁿg e,,Greenhilletal2008,9,False
1026-88_tosqueeze-1,1026,88_tosqueeze,-βune,+ β u n e,,Greenhilletal2008,85,False
1026-89_tohold-1,1026,89_tohold,-ᵑgumni,+ ⁿg u m n i,,Greenhilletal2008,1,False
1026-8_toturn-1,1026,8_toturn,-kone,+ k o n e,,Greenhilletal2008,112,False
1026-90_todig-1,1026,90_todig,-hali,+ h a l i,,Greenhilletal2008,1,False
1026-94_tothrow-1,1026,94_tothrow,-kai,+ k a i,,Greenhilletal2008,,False
1026-95_tofall-1,1026,95_tofall,-mur,+ m u r,,Greenhilletal2008,57,False
1026-96_dog-1,1026,96_dog,sakirkir,s a k i r k i r,,Greenhilletal2008,"7, 80",False
1026-97_bird-1,1026,97_bird,talopasel,t a l o p a s e l,,Greenhilletal2008,30,False
1026-98_egg-1,1026,98_egg,tali-to,t a l i + t o,,Greenhilletal2008,1,False
1026-99_feather-1,1026,99_feather,βülüte,β u l u t e,,Greenhilletal2008,1,False
1026-9_toswim-1,1026,9_toswim,-lo,+ l o,,Greenhilletal2008,8,False
1027-100_wing-1,1027,100_wing,hapa-,h a p a +,,Greenhilletal2008,"1, 12",False
1027-101_tofly-1,1027,101_tofly,aβu,a β u,,Greenhilletal2008,14,False
1027-102_rat-1,1027,102_rat,xariβi,x a r i β i,,Greenhilletal2008,18,False
1027-103_meatflesh-1,1027,103_meatflesh,βisiho,β i s i h o,,Greenhilletal2008,10,False
1027-104_fatgrease-1,1027,104_fatgrease,p̈aru-,p a r u +,,Greenhilletal2008,45,False
1027-105_tail-1,1027,105_tail,βiri-na,β i r i + n a,,Greenhilletal2008,76,False
1027-106_snake-1,1027,106_snake,mata,m a t a,,Greenhilletal2008,12,False
1027-108_louse-1,1027,108_louse,hutu,h u t u,,Greenhilletal2008,1,False
1027-109_mosquito-1,1027,109_mosquito,mohi,m o h i,,Greenhilletal2008,"1,80",False
1027-10_dirty-1,1027,10_dirty,xutaxuta,x u t a x u t a,,Greenhilletal2008,,False
1027-111_fish-1,1027,111_fish,m̈atˢi,m a ts i,,Greenhilletal2008,53,False
1027-112_rotten-1,1027,112_rotten,roβo,r o β o,,Greenhilletal2008,96,False
1027-114_leaf-1,1027,114_leaf,raxal,r a x a l,,Greenhilletal2008,47,False
1027-116_flower-1,1027,116_flower,βira,β i r a,,Greenhilletal2008,35,False
1027-117_fruit-1,1027,117_fruit,βua,β u a,,Greenhilletal2008,"1, 26",False
1027-118_grass-1,1027,118_grass,ruβu,r u β u,,Greenhilletal2008,75,False
1027-119_earthsoil-1,1027,119_earthsoil,lep̈a,l e p a,,Greenhilletal2008,"11, 73",False
1027-11_dust-1,1027,11_dust,taŋotaŋo,t a ŋ o t a ŋ o,,Greenhilletal2008,45,False
1027-120_stone-1,1027,120_stone,v̈atu,v a t u,,Greenhilletal2008,1,False
1027-121_sand-1,1027,121_sand,oneone,o n e o n e,,Greenhilletal2008,1,False
1027-122_water-1,1027,122_water,wai,w a i,,Greenhilletal2008,2,False
1027-123_toflow-1,1027,123_toflow,roro,r o r o,,Greenhilletal2008,32,False
1027-124_sea-1,1027,124_sea,tasi,t a s i,,Greenhilletal2008,1,False
1027-125_salt-1,1027,125_salt,tasi,t a s i,,Greenhilletal2008,20,False
1027-128_sky-1,1027,128_sky,tuka,t u k a,,Greenhilletal2008,62,False
1027-129_moon-1,1027,129_moon,βitu,β i t u,,Greenhilletal2008,53,False
1027-12_skin-1,1027,12_skin,huri-,h u r i +,,Greenhilletal2008,"1, 80",False
1027-130_star-1,1027,130_star,βitu tˢartˢara,β i t u # ts a r ts a r a,,Greenhilletal2008,"1, 73",False
1027-131_cloud-1,1027,131_cloud,telaŋi,t e l a ŋ i,,Greenhilletal2008,"3, 36",False
1027-133_rain-1,1027,133_rain,usa,u s a,,Greenhilletal2008,1,False
1027-134_thunder-1,1027,134_thunder,piri,p i r i,,Greenhilletal2008,80,False
1027-135_lightning-1,1027,135_lightning,βaxa,β a x a,,Greenhilletal2008,74,False
1027-136_wind-1,1027,136_wind,laŋi,l a ŋ i,,Greenhilletal2008,"1, 77",False
1027-137_toblow-1,1027,137_toblow,soroa,s o r o a,,Greenhilletal2008,26,False
1027-138_warm-1,1027,138_warm,tutuni,t u t u n i,,Greenhilletal2008,12,False
1027-139_cold-1,1027,139_cold,xam̈ariri,x a m a r i r i,,Greenhilletal2008,"1,104?",False
1027-139_cold-2,1027,139_cold,m̈axariri,m a x a r i r i,,Greenhilletal2008,"1, 104",False
1027-13_back-1,1027,13_back,hari-,h a r i +,,Greenhilletal2008,59,False
1027-140_dry-1,1027,140_dry,m̈am̈asa,m a m a s a,,Greenhilletal2008,11,False
1027-141_wet-1,1027,141_wet,aira,a i r a,,Greenhilletal2008,"35, 47",False
1027-142_heavy-1,1027,142_heavy,puxoni,p u x o n i,,Greenhilletal2008,"73, 74",False
1027-143_fire-1,1027,143_fire,xapu,x a p u,,Greenhilletal2008,19,False
1027-144_toburn-1,1027,144_toburn,suli,s u l i,,Greenhilletal2008,4,False
1027-145_smoke-1,1027,145_smoke,asu,a s u,,Greenhilletal2008,2,False
1027-146_ashes-1,1027,146_ashes,patum̈akoβi,p a t u m a k o β i,,Greenhilletal2008,64,False
1027-147_black-1,1027,147_black,βirixa,β i r i x a,,Greenhilletal2008,29,False
1027-148_white-1,1027,148_white,lulu,l u l u,,Greenhilletal2008,"89, 91",False
1027-149_red-1,1027,149_red,xaxara,x a x a r a,,Greenhilletal2008,53,False
1027-14_belly-1,1027,14_belly,paŋe-,p a ŋ e +,,Greenhilletal2008,76,False
1027-150_yellow-1,1027,150_yellow,tˢorixa,ts o r i x a,,Greenhilletal2008,77,False
1027-152_small-1,1027,152_small,rixirixi,r i x i r i x i,,Greenhilletal2008,66,False
1027-153_big-1,1027,153_big,taβera,t a β e r a,,Greenhilletal2008,104,False
1027-155_long-1,1027,155_long,p̈eraβ,p e r a β,,Greenhilletal2008,16,False
1027-156_thin-1,1027,156_thin,maremare,m a r e m a r e,,Greenhilletal2008,22,False
1027-157_thick-1,1027,157_thick,βonoxa,β o n o x a,,Greenhilletal2008,35,False
1027-15_bone-1,1027,15_bone,sui-,s u i +,,Greenhilletal2008,52,False
