ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Cognacy,Loan
229-39_tocook-2,229,39_tocook,na,n a,,Greenhilletal2008,10,False
229-3_right-1,229,3_right,matau,m a t a u,,Greenhilletal2008,"5,13",False
229-40_todrink-1,229,40_todrink,v,v,,Greenhilletal2008,"1,74",False
229-40_todrink-2,229,40_todrink,inu,i n u,,Greenhilletal2008,"1,74",False
229-41_tobite-1,229,41_tobite,kati,k a t i,,Greenhilletal2008,"1,55",False
229-41_tobite-2,229,41_tobite,a,a,,Greenhilletal2008,"1,55",False
229-41_tobite-3,229,41_tobite,uti,u t i,,Greenhilletal2008,9,False
229-41_tobite-4,229,41_tobite,a,a,,Greenhilletal2008,9,False
229-41_tobite-5,229,41_tobite,utiuti,u t i u t i,,Greenhilletal2008,9,False
229-42_tosuck-1,229,42_tosuck,miti,m i t i,,Greenhilletal2008,"8,10",False
229-42_tosuck-2,229,42_tosuck,kia,k i a,,Greenhilletal2008,"8,10",False
229-43_ear-1,229,43_ear,tariga,t a r i g a,,Greenhilletal2008,1,False
229-44_tohear-1,229,44_tohear,fanoŋo,f a n o ŋ o,,Greenhilletal2008,"1, 59",False
229-45_eye-1,229,45_eye,mata,m a t a,,Greenhilletal2008,1,False
229-46_tosee-1,229,46_tosee,kutea,k u t e a,,Greenhilletal2008,1,False
229-47_toyawn-1,229,47_toyawn,mamava,m a m a v a,,Greenhilletal2008,"19, 39",False
229-48_tosleep-1,229,48_tosleep,moe,m o e,,Greenhilletal2008,"10, 109",False
229-4_legfoot-1,229,4_legfoot,tapuvae,t a p u v a e,,Greenhilletal2008,,False
229-4_legfoot-2,229,4_legfoot,wae,w a e,,Greenhilletal2008,"1, 100",False
229-50_todream-1,229,50_todream,miti,m i t i,,Greenhilletal2008,36,False
229-52_tostand-1,229,52_tostand,tuu,t uː,,Greenhilletal2008,2,False
229-53_personhumanbeing-1,229,53_personhumanbeing,tagata,t a g a t a,,Greenhilletal2008,"1,66, 97",False
229-54_manmale-1,229,54_manmale,tagata,t a g a t a,,Greenhilletal2008,"12,14",False
229-55_womanfemale-1,229,55_womanfemale,fafine,f a f i n e,,Greenhilletal2008,"1,106",False
229-56_child-1,229,56_child,tama,t a m a,,Greenhilletal2008,6,False
229-56_child-2,229,56_child,tamariki,t a m a r i k i,,Greenhilletal2008,"6,63",False
229-56_child-3,229,56_child,tamatiiti,t a m a t iː t i,,Greenhilletal2008,"6,64",False
229-58_wife-1,229,58_wife,finamatua,f i n a m a t u a,,Greenhilletal2008,"5,9",False
229-58_wife-2,229,58_wife,finematua,f i n e m a t u a,,Greenhilletal2008,"5,9",False
229-59_mother-1,229,59_mother,nau,n a u,,Greenhilletal2008,7,False
229-59_mother-2,229,59_mother,tinana,t i n a n a,,Greenhilletal2008,1,False
229-5_towalk-1,229,5_towalk,saere,s a e r e,,Greenhilletal2008,6,False
229-60_father-1,229,60_father,tama,t a m a,,Greenhilletal2008,1,False
229-60_father-2,229,60_father,na,n a,,Greenhilletal2008,1,False
229-61_house-1,229,61_house,fare,f a r e,,Greenhilletal2008,14,False
229-63_name-1,229,63_name,igoa,i g o a,,Greenhilletal2008,6,False
229-65_rope-1,229,65_rope,maea,m a e a,,Greenhilletal2008,10,False
229-66_totieupfasten-1,229,66_totieupfasten,noo,n oː,,Greenhilletal2008,15,False
229-66_totieupfasten-2,229,66_totieupfasten,tia,t i a,,Greenhilletal2008,15,False
229-67_tosew-1,229,67_tosew,tui,t u i,,Greenhilletal2008,"13, 16",False
229-67_tosew-2,229,67_tosew,a,a,,Greenhilletal2008,"13, 16",False
229-6_roadpath-1,229,6_roadpath,ara,a r a,,Greenhilletal2008,1,False
229-70_toshoot-1,229,70_toshoot,fana,f a n a,,Greenhilletal2008,1,False
229-71_tostabpierce-1,229,71_tostabpierce,suki,s u k i,,Greenhilletal2008,"1, 8",False
229-71_tostabpierce-2,229,71_tostabpierce,a,a,,Greenhilletal2008,"1, 8",False
229-72_tohit-1,229,72_tohit,paa,p aː,,Greenhilletal2008,13,False
229-72_tohit-2,229,72_tohit,paki,p a k i,,Greenhilletal2008,6,False
229-72_tohit-3,229,72_tohit,batu,b a t u,,Greenhilletal2008,7,False
229-72_tohit-4,229,72_tohit,te,t e,,Greenhilletal2008,10,False
229-72_tohit-5,229,72_tohit,ia,i a,,Greenhilletal2008,10,False
229-72_tohit-6,229,72_tohit,tuki,t u k i,,Greenhilletal2008,8,False
229-72_tohit-7,229,72_tohit,a,a,,Greenhilletal2008,8,False
229-73_tosteal-1,229,73_tosteal,kaiaa,k a i aː,,Greenhilletal2008,7,False
229-73_tosteal-2,229,73_tosteal,tia,t i a,,Greenhilletal2008,7,False
229-75_todiebedead-1,229,75_todiebedead,mate,m a t e,,Greenhilletal2008,1,False
229-76_tolivebealive-1,229,76_tolivebealive,mauri,m a u r i,,Greenhilletal2008,"1, 76",False
229-77_toscratch-1,229,77_toscratch,raku,r a k u,,Greenhilletal2008,9,False
229-77_toscratch-2,229,77_toscratch,tia,t i a,,Greenhilletal2008,9,False
229-78_tocuthack-1,229,78_tocuthack,fasi,f a s i,,Greenhilletal2008,13,False
229-78_tocuthack-2,229,78_tocuthack,faaia,f aː i a,,Greenhilletal2008,,False
229-78_tocuthack-3,229,78_tocuthack,faia,f a i a,,Greenhilletal2008,,False
229-78_tocuthack-4,229,78_tocuthack,seere,s eː r e,,Greenhilletal2008,16,False
229-78_tocuthack-5,229,78_tocuthack,a,a,,Greenhilletal2008,16,False
229-78_tocuthack-6,229,78_tocuthack,tuu,t uː,,Greenhilletal2008,17,False
229-79_stickwood-1,229,79_stickwood,raakau,r aː k a u,,Greenhilletal2008,"1,26",False
229-80_tosplit-1,229,80_tosplit,matofi,m a t o f i,,Greenhilletal2008,106,False
229-81_sharp-1,229,81_sharp,ma,m a,,Greenhilletal2008,"14,16",False
229-81_sharp-2,229,81_sharp,kakai,k a k a i,,Greenhilletal2008,"14,16",False
229-83_towork-1,229,83_towork,saŋa,s a ŋ a,,Greenhilletal2008,10,False
229-84_toplant-1,229,84_toplant,to,t o,,Greenhilletal2008,"4,5",False
229-84_toplant-2,229,84_toplant,kia,k i a,,Greenhilletal2008,"4,5",False
229-86_togrow-1,229,86_togrow,somo,s o m o,,Greenhilletal2008,7,False
229-86_togrow-2,229,86_togrow,tupu,t u p u,,Greenhilletal2008,1,False
229-87_toswell-1,229,87_toswell,fu,f u,,Greenhilletal2008,7,False
229-87_toswell-2,229,87_toswell,fura,f u r a,,Greenhilletal2008,7,False
229-88_tosqueeze-1,229,88_tosqueeze,fota,f o t a,,Greenhilletal2008,"8, 2, 93",False
229-88_tosqueeze-2,229,88_tosqueeze,ia,i a,,Greenhilletal2008,"8, 2, 93",False
229-88_tosqueeze-3,229,88_tosqueeze,romi,r o m i,,Greenhilletal2008,10,False
229-88_tosqueeze-4,229,88_tosqueeze,a,a,,Greenhilletal2008,10,False
229-89_tohold-1,229,89_tohold,ta,t a,,Greenhilletal2008,14,False
229-89_tohold-2,229,89_tohold,tago,t a g o,,Greenhilletal2008,14,False
229-89_tohold-3,229,89_tohold,-fia,+ f i a,,Greenhilletal2008,14,False
229-8_toturn-1,229,8_toturn,fariu,f a r i u,,Greenhilletal2008,2,False
229-90_todig-1,229,90_todig,keri,k e r i,,Greenhilletal2008,1,False
229-90_todig-2,229,90_todig,a,a,,Greenhilletal2008,1,False
229-93_topoundbeat-1,229,93_topoundbeat,tuki,t u k i,,Greenhilletal2008,2,False
229-93_topoundbeat-2,229,93_topoundbeat,a,a,,Greenhilletal2008,2,False
229-94_tothrow-1,229,94_tothrow,atu,a t u,,Greenhilletal2008,13,False
229-94_tothrow-2,229,94_tothrow,ngia,n g i a,,Greenhilletal2008,13,False
229-95_tofall-1,229,95_tofall,too,t oː,,Greenhilletal2008,14,False
229-96_dog-1,229,96_dog,kurii,k u r iː,,Greenhilletal2008,7,False
229-97_bird-1,229,97_bird,manu,m a n u,,Greenhilletal2008,1,False
229-98_egg-1,229,98_egg,fua,f u a,,Greenhilletal2008,5,False
229-9_toswim-1,229,9_toswim,kakau,k a k a u,,Greenhilletal2008,5,False
230-100_wing-1,230,100_wing,aβyljɛ-ɣ,a β j l j ɛ + ɣ,,Greenhilletal2008,38,False
230-100_wing-2,230,100_wing,aβylja-n,a β j l j a + n,,Greenhilletal2008,38,False
230-100_wing-3,230,100_wing,aβyl-,a β j l +,,Greenhilletal2008,38,False
230-101_tofly-1,230,101_tofly,hɔl,h ɔ l,,Greenhilletal2008,31,False
230-102_rat-1,230,102_rat,oɔ,o ɔ,,Greenhilletal2008,18,False
230-103_meatflesh-1,230,103_meatflesh,ɔnɛð,ɔ n ɛ ð,,Greenhilletal2008,,False
230-103_meatflesh-2,230,103_meatflesh,sasky-ɣ,s a s k j + ɣ,,Greenhilletal2008,,False
230-103_meatflesh-3,230,103_meatflesh,sask-,s a s k +,,Greenhilletal2008,,False
230-103_meatflesh-4,230,103_meatflesh,saskœ-n,s a s k œ + n,,Greenhilletal2008,,False
230-104_fatgrease-1,230,104_fatgrease,rø-ɣ,r ø + ɣ,,Greenhilletal2008,44,False
230-104_fatgrease-2,230,104_fatgrease,rø-n,r ø + n,,Greenhilletal2008,44,False
230-104_fatgrease-3,230,104_fatgrease,rø-,r ø +,,Greenhilletal2008,44,False
230-105_tail-1,230,105_tail,ɔlœ-ɣ,ɔ l œ + ɣ,,Greenhilletal2008,64,False
230-105_tail-2,230,105_tail,ɔlɒ-n,ɔ l ɒ + n,,Greenhilletal2008,64,False
230-105_tail-3,230,105_tail,wɒl-,w ɒ l +,,Greenhilletal2008,64,False
230-106_snake-1,230,106_snake,jo,j o,,Greenhilletal2008,,False
230-107_wormearthworm-1,230,107_wormearthworm,sɨlɛt,s ɨ l ɛ t,,Greenhilletal2008,"1,8",False
230-108_louse-1,230,108_louse,øð,ø ð,,Greenhilletal2008,1,False
230-109_mosquito-1,230,109_mosquito,sœk,s œ k,,Greenhilletal2008,46,False
230-10_dirty-1,230,10_dirty,lœhœr,l œ h œ r,,Greenhilletal2008,19,False
230-110_spider-1,230,110_spider,ðal,ð a l,,Greenhilletal2008,1?,False
230-110_spider-2,230,110_spider,βar,β a r,,Greenhilletal2008,31,False
230-111_fish-1,230,111_fish,nɛs,n ɛ s,,Greenhilletal2008,53,False
230-112_rotten-1,230,112_rotten,βœn,β œ n,,Greenhilletal2008,"52,109",False
230-113_branch-1,230,113_branch,βɒŋ-,β ɒ ŋ +,,Greenhilletal2008,22?,False
230-113_branch-2,230,113_branch,βɨŋa-n,β ɨ ŋ a + n,,Greenhilletal2008,22?,False
230-114_leaf-1,230,114_leaf,rɛ-,r ɛ +,,Greenhilletal2008,1,False
230-114_leaf-2,230,114_leaf,rɛ-n,r ɛ + n,,Greenhilletal2008,1,False
230-115_root-1,230,115_root,ar-,a r +,,Greenhilletal2008,2,False
230-115_root-2,230,115_root,arø-n,a r ø + n,,Greenhilletal2008,2,False
230-116_flower-1,230,116_flower,ør-,ø r +,,Greenhilletal2008,35,False
230-116_flower-2,230,116_flower,øra-n,ø r a + n,,Greenhilletal2008,35,False
230-117_fruit-1,230,117_fruit,an-,a n +,,Greenhilletal2008,"1, 26",False
230-117_fruit-2,230,117_fruit,any-,a n j +,,Greenhilletal2008,"1, 26",False
230-118_grass-1,230,118_grass,mœs,m œ s,,Greenhilletal2008,51,False
230-119_earthsoil-1,230,119_earthsoil,lɒð,l ɒ ð,,Greenhilletal2008,"11, 75",False
230-11_dust-1,230,11_dust,taŋtaŋ,t a ŋ t a ŋ,,Greenhilletal2008,45,False
230-120_stone-1,230,120_stone,jɛð,j ɛ ð,,Greenhilletal2008,1,False
230-121_sand-1,230,121_sand,ɔn,ɔ n,,Greenhilletal2008,1,False
230-122_water-1,230,122_water,ro,r o,,Greenhilletal2008,1,False
230-123_toflow-1,230,123_toflow,ɣɛl,ɣ ɛ l,,Greenhilletal2008,66,False
230-124_sea-1,230,124_sea,ðɛ,ð ɛ,,Greenhilletal2008,1,False
230-125_salt-1,230,125_salt,ðehal,ð e h a l,,Greenhilletal2008,,False
230-126_lake-1,230,126_lake,roðyr,r o ð j r,,Greenhilletal2008,,False
230-127_woodsforest-1,230,127_woodsforest,uwyð,u w j ð,,Greenhilletal2008,7,False
230-128_sky-1,230,128_sky,βɒraðði,β ɒ r a ð ð i,,Greenhilletal2008,85,False
230-12_skin-1,230,12_skin,lɨky-ɣ,l ɨ k j + ɣ,,Greenhilletal2008,,False
230-12_skin-2,230,12_skin,lœkœ-n,l œ k œ + n,,Greenhilletal2008,,False
230-12_skin-3,230,12_skin,lyk-,l y k +,,Greenhilletal2008,,False
230-130_star-1,230,130_star,eð,e ð,,Greenhilletal2008,1,False
230-131_cloud-1,230,131_cloud,ðalan,ð a l a n,,Greenhilletal2008,"3, 36",False
230-132_fog-1,230,132_fog,mœɣœɛ,m œ ɣ œ ɛ,,Greenhilletal2008,"3,32",False
230-133_rain-1,230,133_rain,tɔɣ,t ɔ ɣ,,Greenhilletal2008,49,False
230-134_thunder-1,230,134_thunder,aðði βar,a ð ð i # β a r,,Greenhilletal2008,15,False
230-135_lightning-1,230,135_lightning,pœl,p œ l,,Greenhilletal2008,"26, 70",False
230-136_wind-1,230,136_wind,hɒr,h ɒ r,,Greenhilletal2008,55?,False
230-137_toblow-1,230,137_toblow,hɒr,h ɒ r,,Greenhilletal2008,26,False
230-137_toblow-2,230,137_toblow,hy,h j,,Greenhilletal2008,62,False
230-138_warm-1,230,138_warm,jɛrttɔβ,j ɛ r tː ɔ β,,Greenhilletal2008,,False
230-139_cold-1,230,139_cold,kkœrœr,k k œ r œ r,,Greenhilletal2008,107,False
230-13_back-1,230,13_back,βly-ɣ,β l y + ɣ,,Greenhilletal2008,76,False
230-13_back-2,230,13_back,βlœ-n βyl-,β l œ + n # β j l +,,Greenhilletal2008,76,False
230-140_dry-1,230,140_dry,ɣœr,ɣ œ r,,Greenhilletal2008,29,False
230-140_dry-2,230,140_dry,rak,r a k,,Greenhilletal2008,"1, 85",False
230-141_wet-1,230,141_wet,kala,k a l a,,Greenhilletal2008,,False
230-142_heavy-1,230,142_heavy,βɨŋœn,β ɨ ŋ œ n,,Greenhilletal2008,34,False
230-143_fire-1,230,143_fire,kar,k a r,,Greenhilletal2008,41,False
230-144_toburn-1,230,144_toburn,hyl,h j l,,Greenhilletal2008,4,False
230-145_smoke-1,230,145_smoke,pɨljo,p ɨ l j o,,Greenhilletal2008,"2, 75",False
230-146_ashes-1,230,146_ashes,œɛ,œ ɛ,,Greenhilletal2008,,False
230-147_black-1,230,147_black,wyr,w j r,,Greenhilletal2008,29,False
230-148_white-1,230,148_white,woɣ,w o ɣ,,Greenhilletal2008,13,False
230-149_red-1,230,149_red,kar,k a r,,Greenhilletal2008,53,False
230-14_belly-1,230,14_belly,ðɨŋœ-ɣ,ð ɨ ŋ œ + ɣ,,Greenhilletal2008,60,False
230-14_belly-2,230,14_belly,ðɨŋɒ-n,ð ɨ ŋ ɒ + n,,Greenhilletal2008,60,False
230-14_belly-3,230,14_belly,ðœŋ-,ð œ ŋ +,,Greenhilletal2008,60,False
230-150_yellow-1,230,150_yellow,nɛlja,n ɛ l j a,,Greenhilletal2008,,False
230-151_green-1,230,151_green,jɒs,j ɒ s,,Greenhilletal2008,42?,False
230-152_small-1,230,152_small,kkri,k k r i,,Greenhilletal2008,2,False
230-153_big-1,230,153_big,βriβ,β r i β,,Greenhilletal2008,,False
230-154_short-1,230,154_short,ppe,p p e,,Greenhilletal2008,9,False
230-155_long-1,230,155_long,pɛrɛ,p ɛ r ɛ,,Greenhilletal2008,16,False
230-156_thin-1,230,156_thin,ððɨŋe,ð ð ɨ ŋ e,,Greenhilletal2008,,False
230-157_thick-1,230,157_thick,nyβ,n j β,,Greenhilletal2008,,False
230-158_narrow-1,230,158_narrow,kkri,k k r i,,Greenhilletal2008,22?,False
230-159_wide-1,230,159_wide,βriβ,β r i β,,Greenhilletal2008,,False
230-15_bone-1,230,15_bone,akry-ɣ,a k r j + ɣ,,Greenhilletal2008,27,False
230-15_bone-2,230,15_bone,akrœ-n,a k r œ + n,,Greenhilletal2008,27,False
230-15_bone-3,230,15_bone,akyr-,a k j r +,,Greenhilletal2008,27,False
230-160_painfulsick-1,230,160_painfulsick,wwɛ,w w ɛ,,Greenhilletal2008,,False
230-160_painfulsick-2,230,160_painfulsick,sɨβɒð,s ɨ β ɒ ð,,Greenhilletal2008,,False
230-161_shyashamed-1,230,161_shyashamed,sɒkɒl,s ɒ k ɒ l,,Greenhilletal2008,,False
230-162_old-1,230,162_old,βɒtwari,β ɒ tʷ a r i,,Greenhilletal2008,,False
230-163_new-1,230,163_new,ɣaraβ,ɣ a r a β,,Greenhilletal2008,9,False
230-164_good-1,230,164_good,βcɣβcɣ,β c ɣ β c ɣ,,Greenhilletal2008,,False
230-165_badevil-1,230,165_badevil,hɛð,h ɛ ð,,Greenhilletal2008,1,False
230-166_correcttrue-1,230,166_correcttrue,nɒttu,n ɒ tː u,,Greenhilletal2008,,False
230-167_night-1,230,167_night,por,p o r,,Greenhilletal2008,1,False
230-168_day-1,230,168_day,rɛn,r ɛ n,,Greenhilletal2008,6,False
230-169_year-1,230,169_year,ina,i n a,,Greenhilletal2008,,False
230-16_intestines-1,230,16_intestines,kɔðɨŋœ-ɣ,k ɔ ð ɨ ŋ œ + ɣ,,Greenhilletal2008,"1, 57",False
230-170_when-1,230,170_when,laŋ,l a ŋ,,Greenhilletal2008,56,False
230-170_when-2,230,170_when,malaŋ,m a l a ŋ,,Greenhilletal2008,56?,False
230-171_tohide-1,230,171_tohide,rottɔɣɔn,r o tː ɔ ɣ ɔ n,,Greenhilletal2008,,False
230-172_toclimb-1,230,172_toclimb,rɣð,r ɣ ð,,Greenhilletal2008,,False
230-173_at-1,230,173_at,l-,l +,,Greenhilletal2008,20,False
230-173_at-2,230,173_at,ly-ɣ,l y + ɣ,,Greenhilletal2008,20,False
230-173_at-3,230,173_at,lœ-n,l œ + n,,Greenhilletal2008,20,False
230-174_ininside-1,230,174_ininside,l-,l +,,Greenhilletal2008,1,False
230-174_ininside-2,230,174_ininside,ly-ɣ,l y + ɣ,,Greenhilletal2008,1,False
230-174_ininside-3,230,174_ininside,lœ-n,l œ + n,,Greenhilletal2008,1,False
230-175_above-1,230,175_above,l-βɒr-,l + β ɒ r +,,Greenhilletal2008,2?,False
230-175_above-2,230,175_above,l-βrɒ-n,l + β r ɒ + n,,Greenhilletal2008,2?,False
230-176_below-1,230,176_below,nnat-,n n a t +,,Greenhilletal2008,9,False
230-176_below-2,230,176_below,nnatɛ-ɣ,n n a t ɛ + ɣ,,Greenhilletal2008,9,False
230-176_below-3,230,176_below,nnata-n,n n a t a + n,,Greenhilletal2008,9,False
230-179_near-1,230,179_near,ppe,p p e,,Greenhilletal2008,68?,False
230-17_liver-1,230,17_liver,pɛkar,p ɛ k a r,,Greenhilletal2008,"7,35",False
230-180_far-1,230,180_far,pɛrɛ,p ɛ r ɛ,,Greenhilletal2008,,False
230-181_where-1,230,181_where,jɛ,j ɛ,,Greenhilletal2008,,False
230-182_i-1,230,182_i,jœn,j œ n,,Greenhilletal2008,"1,21,22",False
230-183_thou-1,230,183_thou,i,i,,Greenhilletal2008,1,False
230-184_heshe-1,230,184_heshe,ni,n i,,Greenhilletal2008,"1,6",False
230-185_we-1,230,185_we,jœr,j œ r,,Greenhilletal2008,1,False
230-185_we-2,230,185_we,ɣam,ɣ a m,,Greenhilletal2008,2,False
230-186_you-1,230,186_you,ɣe,ɣ e,,Greenhilletal2008,44,False
230-187_they-1,230,187_they,jør,j ø r,,Greenhilletal2008,"1, 69",False
230-188_what-1,230,188_what,ja,j a,,Greenhilletal2008,1,False
230-189_who-1,230,189_who,hi,h i,,Greenhilletal2008,1,False
230-18_breast-1,230,18_breast,ssi,sː i,,Greenhilletal2008,1,False
230-190_other-1,230,190_other,pɛl,p ɛ l,,Greenhilletal2008,,False
230-191_all-1,230,191_all,ɨre-p,ɨ r e + p,,Greenhilletal2008,,False
230-192_and-1,230,192_and,ɣɛ,ɣ ɛ,,Greenhilletal2008,1,False
230-193_if-1,230,193_if,we,w e,,Greenhilletal2008,3?,False
230-194_how-1,230,194_how,ðeme,ð e m e,,Greenhilletal2008,,False
230-195_nonot-1,230,195_nonot,œhœn,œ h œ n,,Greenhilletal2008,,False
230-195_nonot-2,230,195_nonot,jaβ,j a β,,Greenhilletal2008,,False
230-196_tocount-1,230,196_tocount,jɛtjɛt,j ɛ t j ɛ t,,Greenhilletal2008,,False
230-197_one-1,230,197_one,te tɨkyn,t e # t ɨ k j n,,Greenhilletal2008,14,False
230-198_two-1,230,198_two,ru,r u,,Greenhilletal2008,1,False
230-199_three-1,230,199_three,ðœl,ð œ l,,Greenhilletal2008,1,False
230-19_shoulder-1,230,19_shoulder,ðɒlβarkɛ,ð ɒ l β a r k ɛ,,Greenhilletal2008,54,False
230-19_shoulder-2,230,19_shoulder,βɒtɔlklɛ-ɣ,β ɒ t ɔ l k l ɛ + ɣ,,Greenhilletal2008,76,False
230-1_hand-1,230,1_hand,ɔlklɛ-ɣ,ɔ l k l ɛ + ɣ,,Greenhilletal2008,55,False
230-1_hand-2,230,1_hand,ɔlkla-n,ɔ l k l a + n,,Greenhilletal2008,55,False
230-1_hand-3,230,1_hand,wɒlk-,w ɒ l k +,,Greenhilletal2008,55,False
230-200_four-1,230,200_four,i|jɛð,i | j ɛ ð,,Greenhilletal2008,"1,65",False
230-20_toknowbeknowledgeable-1,230,20_toknowbeknowledgeable,ɣœðhɛri,ɣ œ ð h ɛ r i,,Greenhilletal2008,76,False
230-21_tothink-1,230,21_tothink,rœm,r œ m,,Greenhilletal2008,13,False
230-21_tothink-2,230,21_tothink,rɛm,r ɛ m,,Greenhilletal2008,13,False
230-22_tofear-1,230,22_tofear,kɛðkɛð,k ɛ ð k ɛ ð,,Greenhilletal2008,24,False
230-23_blood-1,230,23_blood,nɛ-ɣ,n ɛ + ɣ,,Greenhilletal2008,1,False
230-23_blood-2,230,23_blood,nɛ-n,n ɛ + n,,Greenhilletal2008,1,False
230-23_blood-3,230,23_blood,nɛ-,n ɛ +,,Greenhilletal2008,1,False
230-24_head-1,230,24_head,βðy-ɣ,β ð j + ɣ,,Greenhilletal2008,9,False
230-24_head-2,230,24_head,βðœ-n,β ð œ + n,,Greenhilletal2008,9,False
230-24_head-3,230,24_head,βyð-,β j ð +,,Greenhilletal2008,9,False
230-25_neck-1,230,25_neck,rlœ-ɣ,r l œ + ɣ,,Greenhilletal2008,42,False
230-25_neck-2,230,25_neck,rlɔ-n,r l ɔ + n,,Greenhilletal2008,42,False
230-25_neck-3,230,25_neck,rœl-,r œ l +,,Greenhilletal2008,42,False
230-26_hair-1,230,26_hair,uly-ɣ,u l y + ɣ,,Greenhilletal2008,31,False
230-26_hair-2,230,26_hair,ulœ-n,u l œ + n,,Greenhilletal2008,31,False
230-26_hair-3,230,26_hair,øl-,ø l +,,Greenhilletal2008,31,False
230-27_nose-1,230,27_nose,ðɛlhy-ɣ,ð ɛ lʰ j + ɣ,,Greenhilletal2008,"1,49",False
230-27_nose-2,230,27_nose,ðelhœ-n,ð e lʰ œ + n,,Greenhilletal2008,"1,49",False
230-28_tobreathe-1,230,28_tobreathe,naryŋ,n a r j ŋ,,Greenhilletal2008,12,False
230-29_tosniffsmell-1,230,29_tosniffsmell,mmɨhy,mː ɨ h j,,Greenhilletal2008,65,False
230-2_left-1,230,2_left,jɛnar,j ɛ n a r,,Greenhilletal2008,2,False
230-30_mouth-1,230,30_mouth,sɨŋœ-ɣ,s ɨ ŋ œ + ɣ,,Greenhilletal2008,55,False
230-30_mouth-2,230,30_mouth,sɨŋɔ-n,s ɨ ŋ ɔ + n,,Greenhilletal2008,55,False
230-30_mouth-3,230,30_mouth,sœŋ-,s œ ŋ +,,Greenhilletal2008,55,False
230-30_mouth-4,230,30_mouth,ijɛ-ɣ ija-n ijɛ-,i j ɛ + ɣ # i j a + n # i j ɛ +,,Greenhilletal2008,,False
230-31_tooth-1,230,31_tooth,ry-ɣ,r j + ɣ,,Greenhilletal2008,18,False
230-31_tooth-2,230,31_tooth,rœ-n,r œ + n,,Greenhilletal2008,18,False
230-31_tooth-3,230,31_tooth,ry-,r j +,,Greenhilletal2008,18,False
230-32_tongue-1,230,32_tongue,nœ-ɣ,n œ + ɣ,,Greenhilletal2008,7,False
230-32_tongue-2,230,32_tongue,nɒ-n nœ-,n ɒ + n # n œ +,,Greenhilletal2008,7,False
230-33_tolaugh-1,230,33_tolaugh,wyr,w j r,,Greenhilletal2008,13,False
230-34_tocry-1,230,34_tocry,ŋɒr,ŋ ɒ r,,Greenhilletal2008,5,False
230-34_tocry-2,230,34_tocry,tɛ,t ɛ,,Greenhilletal2008,32,False
230-35_tovomit-1,230,35_tovomit,lu,l u,,Greenhilletal2008,8,False
230-36_tospit-1,230,36_tospit,kɔrsym,k ɔ r s j m,,Greenhilletal2008,"14, 82, 97, 99",False
230-37_toeat-1,230,37_toeat,yœn,j œ n,,Greenhilletal2008,1,False
230-37_toeat-2,230,37_toeat,yɛn,j ɛ n,,Greenhilletal2008,1,False
230-38_tochew-1,230,38_tochew,sɒm,s ɒ m,,Greenhilletal2008,21,False
230-39_tocook-1,230,39_tocook,kœɛ,k œ ɛ,,Greenhilletal2008,,False
230-3_right-1,230,3_right,jɛr,j ɛ r,,Greenhilletal2008,54,False
230-40_todrink-1,230,40_todrink,sym,s j m,,Greenhilletal2008,52,False
230-41_tobite-1,230,41_tobite,wuryð,w u r j ð,,Greenhilletal2008,54,False
230-42_tosuck-1,230,42_tosuck,mœk,m œ k,,Greenhilletal2008,61,False
230-43_ear-1,230,43_ear,βrœ-ɣ,β r œ + ɣ,,Greenhilletal2008,16,False
230-43_ear-2,230,43_ear,βrɔ-n,β r ɔ + n,,Greenhilletal2008,16,False
230-43_ear-3,230,43_ear,βɒr-,β ɒ r +,,Greenhilletal2008,16,False
230-44_tohear-1,230,44_tohear,rɔɣ,r ɔ ɣ,,Greenhilletal2008,1,False
230-45_eye-1,230,45_eye,mðɛ-ɣ,m ð ɛ + ɣ,,Greenhilletal2008,1,False
230-45_eye-2,230,45_eye,mða-n,m ð a + n,,Greenhilletal2008,1,False
230-45_eye-3,230,45_eye,nɒð-,n ɒ ð +,,Greenhilletal2008,1,False
